0.00112861 0.000919112 0.00058038 0.000242276 3.4662e-05 3.77988e-05 0.000251686 0.000596064 0.00094107 0.00115684 
0.000904109 0.000741178 0.000479568 0.000223242 7.61624e-05 0.000102582 0.0003025 0.000611664 0.000926112 0.00114188 
0.000704979 0.000586834 0.000400568 0.000227119 0.000147429 0.000211519 0.000419392 0.000721022 0.00103547 0.0012818 
0.000530858 0.000452843 0.000334385 0.00023628 0.000219322 0.000321085 0.000541567 0.000843198 0.00116518 0.00144672 
0.000381387 0.000335967 0.000272028 0.000233098 0.000262705 0.000387749 0.000608232 0.000897252 0.00121128 0.00150679 
0.000256342 0.000234204 0.000207937 0.000206679 0.000259568 0.000384613 0.000581813 0.000833161 0.00110952 0.00138175 
0.000155724 0.000147556 0.000142113 0.000157023 0.000209912 0.000311674 0.00046231 0.000650925 0.000859893 0.00107159 
7.97553e-05 7.8022e-05 8.01135e-05 9.50232e-05 0.000131744 0.000195835 0.000287296 0.000400568 0.000526658 0.000656573 
2.87956e-05 2.88409e-05 3.09324e-05 3.83078e-05 5.42046e-05 8.06238e-05 0.000117565 0.000163028 0.000213775 0.000266568 
3.20454e-06 3.24985e-06 3.56279e-06 4.50309e-06 6.4305e-06 9.56733e-06 1.39136e-05 1.92469e-05 2.52076e-05 3.1436e-05 

